conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1961385295074808288,Fri Aug 29 21:48:53 +0000 2025,0,@Mdy_Asmara1701 Puan terlalu lemah memimpin DPR hrs bertindak tegas semua keputusan harus pro Rakyat Gaji fasilitas Dll anggota DPR harus di sesuai kan dengan kondisi Rakyat yg sdh susah saat ini,1961546623349395902,,Mdy_Asmara1701,in,,0,0,0,https://x.com/undefined/status/1961546623349395902,1210805499085541377,
1961447499639443886,Fri Aug 29 21:48:52 +0000 2025,0,@SonyAndrio @AJEnglish Kaw baca ini yg menentukan gaji DPR Presiden.. kebijakan ini sdh ada periods sblm nya jd kw tau kan siapa perusak demokrasi suara2 perwakilan dibungkam pk duit dan kekuasaan,1961546618903372014,,SonyAndrio,in,,0,1,0,https://x.com/undefined/status/1961546618903372014,1146912313514921984,
1961546213083467952,Fri Aug 29 21:47:15 +0000 2025,0,Lah kok minta maaf?? Kan artis gpp kl artis joget mah uda jd dpr gaji kecil pula ya..emang lo antek asing!! Nih ndro priono ketemu satu nih pihak asingnya,1961546213083467952,,,in,,0,0,0,https://x.com/undefined/status/1961546213083467952,1562077641737633792,
1961192943991377984,Fri Aug 29 21:46:43 +0000 2025,0,@tifsembiring Gaji sekian juta Tambah duit tunjangan Tambah lgi duit aspirasi yg puluhan miliar Sdah lah rakyat tdk bodoh DPR adalah sarang koruptor,1961546077007646946,,tifsembiring,in,,0,0,0,https://x.com/undefined/status/1961546077007646946,1336686243829059585,
1961545814259671073,Fri Aug 29 21:45:40 +0000 2025,0,Harus reformasi ulang dpr mulai dari persyaratannya gaji + tunjangannya dibikin kaya umr dll,1961545814259671073,,,in,,0,0,0,https://x.com/undefined/status/1961545814259671073,810469648890138624,
1961545413678530638,Fri Aug 29 21:44:05 +0000 2025,0,@DPR_RI Bapak Ibu gaji bisa naik baiknya karena kinerja yang baik kl Pendapatan Asli Daerah gak naik ya situ hasilnya 0 kalau lap kerja kurang ya situ hasilnya 0 kalau Indonesia tertinggal hasilnya 0...naiknya gara gara apa? https://t.co/JMyKy8j0Ji,1961545413678530638,https://pbs.twimg.com/ext_tw_video_thumb/1961545279179767808/pu/img/B35Fe84UcmLOjJp8.jpg,DPR_RI,in,,0,0,0,https://x.com/undefined/status/1961545413678530638,104798690,
1960477092002587019,Fri Aug 29 21:43:58 +0000 2025,1,@kang___L Jika Tahu Lagi krisis kenapa Gaji DPR dinaikan wkwkkw,1961545387518693380,,kang___L,in,,0,0,0,https://x.com/undefined/status/1961545387518693380,728678324,
1961545216378507487,Fri Aug 29 21:43:17 +0000 2025,0,Gaji pokok mungkin kecil tapi tunjangan² yg luar biasa mana mungkin orang mau hamburkan uang milyaran agar bisa terpilih jadi anggota DPR/DPRD hehehe,1961545216378507487,,,in,,0,0,0,https://x.com/undefined/status/1961545216378507487,1200301458492551169,
1961541468100935797,Fri Aug 29 21:40:54 +0000 2025,0,Video 10 bulan lalu sudah memperlihatkan ngototnya anggota DPR membela kenaikan gaji &amp; tunjangan https://t.co/uf4ZrGvMEa,1961544612864266495,,CrushHopeless1,in,,0,0,0,https://x.com/undefined/status/1961544612864266495,1146285012511272961,
1961320770946453529,Fri Aug 29 21:40:50 +0000 2025,0,@prabowo Bapak presiden yg terhormat alangkah bijak bila bapak membatalkan kenaikan gaji DPR dan kenaikan pajak . Apa tidak ada sumber pendapatan selain pajak .????,1961544597299236949,,prabowo,in,,0,0,0,https://x.com/undefined/status/1961544597299236949,1340607373640003585,
1961544151591501846,Fri Aug 29 21:39:04 +0000 2025,0,makin marah kalau dicompare gini... pdhl masih banyak bgt masy yg bs disejahterakan sm thp mrk SEBULAN blm lg gaji mentri2 dan jajarannya tlg sekalian dispill jg pls soalnya kerjanya 11 12 sm dpr alias kaga jelas ,1961544151591501846,,,in,,0,1,0,https://x.com/undefined/status/1961544151591501846,1311293002850033664,
1961242433305342320,Fri Aug 29 21:38:09 +0000 2025,0,@Not_Ur_Bro @beautifuloflily @tanyarlfes Ih anjing tolol bgt ini CENTANG BIRU STOP SAMPE GUA AJA YANG KASIH ATENSI Heh kontol presiden skrng hasil dari 02 terus lu nanyain urusannya apa sama 02? Terus lu tanya lagi ini urusan dpr? tapi ngasih ss pengajuan gaji naik ditandatangani PRESIDEN? OTAK KAU DIMANA BABI,1961543923073208375,,Not_Ur_Bro,in,,0,0,0,https://x.com/undefined/status/1961543923073208375,1288466912020533250,
1961432401550159884,Fri Aug 29 21:37:23 +0000 2025,0,@senggolbacoxxx @tempodotco Bener gap antar daerah emang nyata di UMR harga sembako tanah dll. Tapi gaji DPR dari APBN (PP 75/2000 &amp; UU 17/2014) dirancang buat kesetaraan peran nasional biar wakil dari daerah miskin gak kalah daya saing. Kalo dari dapil bisa tambah gap itu. Ide lo bisa jadi bahan,1961543729707434474,,senggolbacoxxx,in,,0,1,0,https://x.com/undefined/status/1961543729707434474,1720665183188922368,
